user_id,product_id,behavior_type,timestamp,device
310,163,浏览,2026-03-31 16:19:51,iOS
310,12,加购,2026-03-31 16:19:51,Android
308,291,收藏,2026-03-31 16:20:51,iOS
308,39,浏览,2026-03-31 16:20:51,iOS
308,190,浏览,2026-03-31 16:20:51,PC
401,22,收藏,2026-03-31 18:22:51,iOS
401,148,浏览,2026-03-31 18:22:51,Android
425,42,浏览,2026-03-31 19:14:51,小程序
425,159,购买,2026-03-31 19:14:51,PC
181,286,浏览,2026-04-01 02:56:51,iOS
181,144,浏览,2026-04-01 02:56:51,小程序
356,64,浏览,2026-04-01 03:00:51,PC
356,241,浏览,2026-04-01 03:00:51,Android
356,131,收藏,2026-04-01 03:00:51,Android
356,189,浏览,2026-04-01 03:00:51,Android
208,194,浏览,2026-04-01 03:36:51,PC
208,176,浏览,2026-04-01 03:36:51,Android
190,73,购买,2026-04-01 06:42:51,Android
335,199,购买,2026-04-01 08:39:51,iOS
335,54,浏览,2026-04-01 08:39:51,Android
335,211,浏览,2026-04-01 08:39:51,PC
335,172,购买,2026-04-01 08:39:51,Android
335,119,浏览,2026-04-01 08:39:51,iOS
125,130,浏览,2026-04-01 09:15:51,Android
125,145,浏览,2026-04-01 09:15:51,Android
419,66,加购,2026-04-01 09:23:51,小程序
419,5,购买,2026-04-01 09:23:51,iOS
419,42,加购,2026-04-01 09:23:51,Android
419,14,加购,2026-04-01 09:23:51,PC
359,237,收藏,2026-04-01 12:21:51,小程序
45,206,收藏,2026-04-01 13:07:51,iOS
45,14,购买,2026-04-01 13:07:51,Android
45,151,加购,2026-04-01 13:07:51,Android
45,235,收藏,2026-04-01 13:07:51,iOS
133,284,购买,2026-04-01 14:28:51,iOS
133,9,加购,2026-04-01 14:28:51,PC
133,161,浏览,2026-04-01 14:28:51,小程序
133,212,加购,2026-04-01 14:28:51,小程序
184,203,浏览,2026-04-01 15:28:51,Android
184,153,浏览,2026-04-01 15:28:51,小程序
184,94,浏览,2026-04-01 15:28:51,iOS
218,70,浏览,2026-04-02 04:12:51,iOS
392,149,收藏,2026-04-02 04:12:51,PC
392,104,购买,2026-04-02 04:12:51,iOS
392,293,浏览,2026-04-02 04:12:51,小程序
392,166,加购,2026-04-02 04:12:51,小程序
86,248,浏览,2026-04-02 04:36:51,iOS
86,219,浏览,2026-04-02 04:36:51,iOS
86,234,购买,2026-04-02 04:36:51,PC
86,284,浏览,2026-04-02 04:36:51,iOS
181,1,购买,2026-04-02 05:04:51,iOS
181,149,浏览,2026-04-02 05:04:51,小程序
181,89,收藏,2026-04-02 05:04:51,iOS
181,161,浏览,2026-04-02 05:04:51,iOS
308,218,浏览,2026-04-02 05:23:51,iOS
308,261,浏览,2026-04-02 05:23:51,PC
308,48,浏览,2026-04-02 05:23:51,小程序
308,87,浏览,2026-04-02 05:23:51,小程序
313,138,浏览,2026-04-02 07:26:51,Android
313,36,浏览,2026-04-02 07:26:51,小程序
313,178,浏览,2026-04-02 07:26:51,Android
313,17,收藏,2026-04-02 07:26:51,小程序
219,70,浏览,2026-04-02 07:42:51,Android
76,212,浏览,2026-04-02 07:51:51,PC
76,38,收藏,2026-04-02 07:51:51,PC
76,117,浏览,2026-04-02 07:51:51,PC
76,139,加购,2026-04-02 07:51:51,iOS
76,203,浏览,2026-04-02 07:51:51,小程序
87,260,加购,2026-04-02 09:30:51,iOS
87,36,浏览,2026-04-02 09:30:51,小程序
87,223,浏览,2026-04-02 09:30:51,iOS
420,153,加购,2026-04-02 09:32:51,Android
420,149,浏览,2026-04-02 09:32:51,iOS
420,138,浏览,2026-04-02 09:32:51,iOS
75,197,浏览,2026-04-02 10:54:51,iOS
75,114,购买,2026-04-02 10:54:51,Android
75,49,购买,2026-04-02 10:54:51,iOS
75,13,加购,2026-04-02 10:54:51,iOS
257,87,加购,2026-04-02 11:38:51,PC
257,165,加购,2026-04-02 11:38:51,iOS
485,188,收藏,2026-04-02 13:32:51,Android
485,19,收藏,2026-04-02 13:32:51,小程序
485,149,加购,2026-04-02 13:32:51,PC
485,249,浏览,2026-04-02 13:32:51,iOS
131,275,收藏,2026-04-02 15:18:51,PC
131,208,浏览,2026-04-02 15:18:51,PC
131,201,购买,2026-04-02 15:18:51,Android
131,107,加购,2026-04-02 15:18:51,PC
131,188,浏览,2026-04-02 15:18:51,Android
295,224,收藏,2026-04-02 17:00:51,Android
335,261,浏览,2026-04-02 19:22:51,Android
335,13,浏览,2026-04-02 19:22:51,iOS
335,277,加购,2026-04-02 19:22:51,Android
335,93,浏览,2026-04-02 19:22:51,PC
155,198,浏览,2026-04-03 07:11:51,iOS
155,299,浏览,2026-04-03 07:11:51,Android
155,121,浏览,2026-04-03 07:11:51,PC
155,148,浏览,2026-04-03 07:11:51,Android
449,147,浏览,2026-04-03 07:23:51,iOS
193,266,浏览,2026-04-03 08:21:51,Android
193,5,浏览,2026-04-03 08:21:51,Android
446,26,浏览,2026-04-03 09:58:51,Android
446,138,浏览,2026-04-03 09:58:51,Android
446,167,购买,2026-04-03 09:58:51,PC
446,54,浏览,2026-04-03 09:58:51,Android
446,294,浏览,2026-04-03 09:58:51,PC
78,279,浏览,2026-04-03 12:31:51,小程序
78,242,购买,2026-04-03 12:31:51,iOS
78,46,加购,2026-04-03 12:31:51,PC
78,86,加购,2026-04-03 12:31:51,iOS
78,125,购买,2026-04-03 12:31:51,Android
52,54,收藏,2026-04-03 13:06:51,PC
52,233,收藏,2026-04-03 13:06:51,iOS
52,147,购买,2026-04-03 13:06:51,Android
52,181,浏览,2026-04-03 13:06:51,小程序
52,75,浏览,2026-04-03 13:06:51,Android
391,145,浏览,2026-04-03 13:33:51,PC
391,37,浏览,2026-04-03 13:33:51,PC
391,149,浏览,2026-04-03 13:33:51,Android
391,83,浏览,2026-04-03 13:33:51,Android
49,232,浏览,2026-04-03 15:00:51,iOS
49,254,浏览,2026-04-03 15:00:51,Android
49,31,加购,2026-04-03 15:00:51,iOS
49,126,购买,2026-04-03 15:00:51,小程序
49,200,浏览,2026-04-03 15:00:51,Android
14,270,浏览,2026-04-03 16:39:51,Android
14,182,浏览,2026-04-03 16:39:51,iOS
14,11,浏览,2026-04-03 16:39:51,iOS
44,5,浏览,2026-04-03 18:31:51,iOS
44,36,购买,2026-04-03 18:31:51,iOS
158,164,加购,2026-04-04 02:58:51,Android
21,211,浏览,2026-04-04 03:18:51,PC
305,197,浏览,2026-04-04 06:16:51,小程序
305,259,浏览,2026-04-04 06:16:51,Android
431,175,购买,2026-04-04 06:22:51,Android
431,226,浏览,2026-04-04 06:22:51,Android
431,223,购买,2026-04-04 06:22:51,Android
147,72,浏览,2026-04-04 08:15:51,iOS
257,203,购买,2026-04-04 08:54:51,小程序
257,163,浏览,2026-04-04 08:54:51,Android
257,15,浏览,2026-04-04 08:54:51,PC
257,201,购买,2026-04-04 08:54:51,小程序
257,98,浏览,2026-04-04 08:54:51,Android
44,273,浏览,2026-04-04 09:57:51,iOS
44,184,收藏,2026-04-04 09:57:51,Android
44,285,浏览,2026-04-04 09:57:51,PC
44,12,购买,2026-04-04 09:57:51,iOS
365,292,加购,2026-04-04 10:58:51,Android
365,141,浏览,2026-04-04 10:58:51,Android
365,239,浏览,2026-04-04 10:58:51,PC
77,240,浏览,2026-04-04 11:07:51,PC
77,65,浏览,2026-04-04 11:07:51,Android
77,157,浏览,2026-04-04 11:07:51,iOS
391,274,浏览,2026-04-04 15:17:51,Android
391,252,加购,2026-04-04 15:17:51,小程序
391,284,购买,2026-04-04 15:17:51,iOS
58,183,加购,2026-04-04 15:18:51,iOS
58,120,购买,2026-04-04 15:18:51,PC
58,192,加购,2026-04-04 15:18:51,小程序
58,293,加购,2026-04-04 15:18:51,PC
363,4,浏览,2026-04-04 15:33:51,小程序
363,265,浏览,2026-04-04 15:33:51,Android
259,30,浏览,2026-04-04 19:01:51,iOS
259,194,浏览,2026-04-04 19:01:51,Android
259,46,收藏,2026-04-04 19:01:51,PC
259,127,收藏,2026-04-04 19:01:51,PC
359,90,购买,2026-04-04 19:26:51,小程序
104,29,浏览,2026-04-05 03:35:51,Android
104,22,浏览,2026-04-05 03:35:51,Android
104,7,购买,2026-04-05 03:35:51,PC
104,169,浏览,2026-04-05 03:35:51,PC
104,266,浏览,2026-04-05 03:35:51,Android
404,110,浏览,2026-04-05 05:12:51,iOS
404,103,浏览,2026-04-05 05:12:51,PC
404,296,浏览,2026-04-05 05:12:51,PC
404,242,购买,2026-04-05 05:12:51,小程序
104,121,浏览,2026-04-05 05:45:51,小程序
104,63,收藏,2026-04-05 05:45:51,iOS
104,32,收藏,2026-04-05 05:45:51,iOS
104,45,收藏,2026-04-05 05:45:51,iOS
104,213,浏览,2026-04-05 05:45:51,PC
391,139,加购,2026-04-05 08:12:51,小程序
391,284,浏览,2026-04-05 08:12:51,Android
391,106,浏览,2026-04-05 08:12:51,iOS
391,197,浏览,2026-04-05 08:12:51,iOS
409,94,浏览,2026-04-05 08:34:51,PC
409,154,购买,2026-04-05 08:34:51,小程序
156,132,加购,2026-04-05 09:57:51,Android
156,276,浏览,2026-04-05 09:57:51,Android
156,83,收藏,2026-04-05 09:57:51,Android
156,1,购买,2026-04-05 09:57:51,Android
156,292,加购,2026-04-05 09:57:51,PC
45,59,浏览,2026-04-05 09:59:51,Android
45,125,购买,2026-04-05 09:59:51,PC
391,55,浏览,2026-04-05 11:12:51,Android
391,40,收藏,2026-04-05 11:12:51,PC
391,77,浏览,2026-04-05 11:12:51,Android
391,183,浏览,2026-04-05 11:12:51,iOS
370,245,购买,2026-04-05 11:34:51,Android
370,275,收藏,2026-04-05 11:34:51,Android
251,270,收藏,2026-04-05 15:12:51,小程序
251,163,浏览,2026-04-05 15:12:51,iOS
251,51,浏览,2026-04-05 15:12:51,PC
290,78,购买,2026-04-05 17:14:51,Android
290,59,浏览,2026-04-05 17:14:51,Android
90,182,浏览,2026-04-06 03:36:51,Android
52,143,购买,2026-04-06 04:15:51,PC
52,42,购买,2026-04-06 04:15:51,iOS
307,241,浏览,2026-04-06 04:24:51,PC
307,187,购买,2026-04-06 04:24:51,iOS
269,77,收藏,2026-04-06 06:16:51,Android
269,114,浏览,2026-04-06 06:16:51,Android
274,225,浏览,2026-04-06 07:03:51,iOS
274,221,加购,2026-04-06 07:03:51,PC
274,182,浏览,2026-04-06 07:03:51,小程序
274,86,浏览,2026-04-06 07:03:51,Android
115,40,浏览,2026-04-06 08:39:51,iOS
115,228,浏览,2026-04-06 08:39:51,Android
115,261,浏览,2026-04-06 08:39:51,Android
272,151,加购,2026-04-06 09:10:51,iOS
272,239,浏览,2026-04-06 09:10:51,iOS
272,55,浏览,2026-04-06 09:10:51,iOS
272,85,购买,2026-04-06 09:10:51,PC
272,46,加购,2026-04-06 09:10:51,Android
462,16,收藏,2026-04-06 11:00:51,Android
462,150,加购,2026-04-06 11:00:51,小程序
462,210,浏览,2026-04-06 11:00:51,iOS
436,130,浏览,2026-04-06 12:28:51,iOS
436,167,购买,2026-04-06 12:28:51,PC
436,33,浏览,2026-04-06 12:28:51,PC
436,191,浏览,2026-04-06 12:28:51,iOS
39,293,加购,2026-04-06 18:15:51,小程序
39,287,浏览,2026-04-06 18:15:51,iOS
39,51,浏览,2026-04-06 18:15:51,iOS
39,191,浏览,2026-04-06 18:15:51,PC
57,17,购买,2026-04-06 18:33:51,小程序
57,219,加购,2026-04-06 18:33:51,PC
57,84,购买,2026-04-06 18:33:51,iOS
57,104,浏览,2026-04-06 18:33:51,PC
57,167,浏览,2026-04-06 18:33:51,小程序
484,241,加购,2026-04-06 19:10:51,iOS
484,278,购买,2026-04-06 19:10:51,Android
490,224,加购,2026-04-07 04:42:51,Android
490,180,购买,2026-04-07 04:42:51,iOS
490,13,收藏,2026-04-07 04:42:51,iOS
490,160,购买,2026-04-07 04:42:51,小程序
164,152,浏览,2026-04-07 04:50:51,PC
164,292,浏览,2026-04-07 04:50:51,小程序
164,81,购买,2026-04-07 04:50:51,Android
164,137,浏览,2026-04-07 04:50:51,Android
164,164,加购,2026-04-07 04:50:51,Android
278,247,购买,2026-04-07 05:00:51,Android
278,216,浏览,2026-04-07 05:00:51,iOS
278,223,浏览,2026-04-07 05:00:51,iOS
57,298,浏览,2026-04-07 08:45:51,Android
170,127,加购,2026-04-07 10:05:51,iOS
170,29,浏览,2026-04-07 10:05:51,Android
247,18,收藏,2026-04-07 10:39:51,PC
247,299,购买,2026-04-07 10:39:51,Android
46,57,浏览,2026-04-07 11:06:51,Android
46,248,收藏,2026-04-07 11:06:51,PC
339,245,收藏,2026-04-07 11:20:51,PC
224,54,购买,2026-04-07 13:33:51,Android
224,66,浏览,2026-04-07 13:33:51,iOS
224,164,浏览,2026-04-07 13:33:51,小程序
49,102,浏览,2026-04-07 14:13:51,Android
49,225,加购,2026-04-07 14:13:51,iOS
7,179,浏览,2026-04-07 14:45:51,小程序
7,86,浏览,2026-04-07 14:45:51,PC
220,64,浏览,2026-04-07 16:08:51,Android
220,151,购买,2026-04-07 16:08:51,iOS
462,193,浏览,2026-04-07 17:29:51,小程序
10,260,购买,2026-04-07 17:29:51,iOS
10,247,收藏,2026-04-07 17:29:51,iOS
10,190,浏览,2026-04-07 17:29:51,iOS
10,295,浏览,2026-04-07 17:29:51,iOS
10,122,浏览,2026-04-07 17:29:51,PC
470,218,购买,2026-04-07 18:02:51,iOS
470,36,浏览,2026-04-07 18:02:51,PC
470,216,收藏,2026-04-07 18:02:51,PC
470,256,浏览,2026-04-07 18:02:51,Android
470,113,浏览,2026-04-07 18:02:51,Android
17,166,收藏,2026-04-07 18:36:51,PC
323,200,购买,2026-04-08 03:36:51,PC
12,195,收藏,2026-04-08 04:19:51,PC
12,91,浏览,2026-04-08 04:19:51,小程序
12,127,浏览,2026-04-08 04:19:51,PC
12,83,收藏,2026-04-08 04:19:51,PC
12,43,浏览,2026-04-08 04:19:51,PC
452,55,浏览,2026-04-08 04:25:51,iOS
224,193,加购,2026-04-08 06:48:51,Android
224,163,购买,2026-04-08 06:48:51,iOS
346,65,浏览,2026-04-08 09:23:51,iOS
346,218,浏览,2026-04-08 09:23:51,Android
346,94,浏览,2026-04-08 09:23:51,Android
346,280,加购,2026-04-08 09:23:51,iOS
417,227,浏览,2026-04-08 09:56:51,PC
417,106,购买,2026-04-08 09:56:51,Android
417,5,加购,2026-04-08 09:56:51,PC
98,190,浏览,2026-04-08 14:52:51,iOS
98,117,收藏,2026-04-08 14:52:51,小程序
98,202,浏览,2026-04-08 14:52:51,Android
99,22,浏览,2026-04-08 18:12:51,iOS
99,180,购买,2026-04-08 18:12:51,Android
99,44,加购,2026-04-08 18:12:51,iOS
414,149,浏览,2026-04-08 19:24:51,iOS
453,69,浏览,2026-04-09 03:16:51,PC
453,147,浏览,2026-04-09 03:16:51,Android
453,57,浏览,2026-04-09 03:16:51,iOS
453,15,收藏,2026-04-09 03:16:51,PC
271,7,浏览,2026-04-09 04:45:51,Android
168,25,浏览,2026-04-09 07:37:51,iOS
345,39,浏览,2026-04-09 07:59:51,Android
345,23,浏览,2026-04-09 07:59:51,Android
345,253,浏览,2026-04-09 07:59:51,PC
345,229,浏览,2026-04-09 07:59:51,iOS
345,235,浏览,2026-04-09 07:59:51,Android
404,177,浏览,2026-04-09 10:00:51,小程序
404,4,收藏,2026-04-09 10:00:51,PC
404,189,收藏,2026-04-09 10:00:51,Android
313,76,浏览,2026-04-09 11:18:51,iOS
313,35,浏览,2026-04-09 11:18:51,Android
313,255,加购,2026-04-09 11:18:51,PC
53,65,购买,2026-04-09 17:55:51,PC
53,91,浏览,2026-04-09 17:55:51,小程序
53,206,浏览,2026-04-09 17:55:51,Android
251,67,浏览,2026-04-10 05:31:51,iOS
251,135,购买,2026-04-10 05:31:51,Android
251,251,浏览,2026-04-10 05:31:51,iOS
303,256,加购,2026-04-10 06:10:51,PC
303,258,浏览,2026-04-10 06:10:51,小程序
303,290,浏览,2026-04-10 06:10:51,iOS
303,1,浏览,2026-04-10 06:10:51,iOS
303,278,浏览,2026-04-10 06:10:51,iOS
75,130,浏览,2026-04-10 06:36:51,PC
381,73,浏览,2026-04-10 07:39:51,Android
381,179,购买,2026-04-10 07:39:51,小程序
381,294,浏览,2026-04-10 07:39:51,小程序
381,209,购买,2026-04-10 07:39:51,Android
233,292,购买,2026-04-10 08:19:51,Android
313,11,浏览,2026-04-10 12:37:51,Android
308,190,浏览,2026-04-10 13:39:51,iOS
470,99,购买,2026-04-10 17:07:51,Android
470,212,浏览,2026-04-10 17:07:51,PC
470,205,加购,2026-04-10 17:07:51,iOS
470,271,购买,2026-04-10 17:07:51,PC
470,270,浏览,2026-04-10 17:07:51,PC
414,2,浏览,2026-04-11 03:11:51,Android
414,285,加购,2026-04-11 03:11:51,PC
251,65,浏览,2026-04-11 03:41:51,iOS
251,109,浏览,2026-04-11 03:41:51,Android
413,246,收藏,2026-04-11 04:30:51,PC
75,219,浏览,2026-04-11 05:19:51,Android
75,197,购买,2026-04-11 05:19:51,PC
75,46,浏览,2026-04-11 05:19:51,PC
75,1,收藏,2026-04-11 05:19:51,PC
193,274,收藏,2026-04-11 08:11:51,Android
193,11,浏览,2026-04-11 08:11:51,iOS
104,117,购买,2026-04-11 11:30:51,PC
104,96,加购,2026-04-11 11:30:51,小程序
104,299,购买,2026-04-11 11:30:51,PC
104,220,浏览,2026-04-11 11:30:51,iOS
36,281,浏览,2026-04-11 11:48:51,PC
36,81,浏览,2026-04-11 11:48:51,PC
36,68,浏览,2026-04-11 11:48:51,小程序
36,89,购买,2026-04-11 11:48:51,iOS
36,181,浏览,2026-04-11 11:48:51,PC
357,56,加购,2026-04-11 12:17:51,小程序
357,176,购买,2026-04-11 12:17:51,iOS
357,84,浏览,2026-04-11 12:17:51,PC
257,99,浏览,2026-04-11 15:30:51,Android
257,296,浏览,2026-04-11 15:30:51,iOS
257,135,浏览,2026-04-11 15:30:51,iOS
257,77,购买,2026-04-11 15:30:51,iOS
257,28,收藏,2026-04-11 15:30:51,iOS
